Customer_ID,Age,Gender,Marital_Status,Location,Urbanization_Level,Annual_Income,Property_Value,Premium_Amount,Policy_Term,Claim_Frequency,Claim_Amount_Last,Maintenance_Level,Flood_Risk_Index,Crime_Rate_Index,Building_Age,Customer_Satisfaction,Has_Security_System,Risk_Category,Expected_Claim_Cost,Construction_Type,Policy_Tenure,Payment_Method,Credit_Score,Fire_Risk_Score
CUST100708,27,Male,Married,Johor,Urban,39062.26,394718.08,1051.18,20,3,2482.27,Moderate,32.61,5.55,3,1,Yes,0,7837.23,Reinforced Concrete,15,Online Payment,659,20.78
CUST100709,66,Female,Single,Johor,Rural,,182919.79,642.36,5,2,451.07,Moderate,38.81,44.92,45,4,Yes,0,1117.05,Brick Wall,1,Mortgage,696,46.58
CUST100710,33,Male,Married,Kedah,Suburban,64837.5,100777.73,424.86,10,3,190.52,High,11.1,22.47,2,5,No,0,387.91,Timber Structure,1,Mortgage,763,48.51
CUST100711,60,Female,Married,Penang,Urban,24473.38,182942.78,1822.52,10,1,3690.74,High,16.22,49.6,9,2,Yes,0,2881.46,Lightweight Concrete,10,Cash,609,28.82
CUST100712,62,Female,Married,Kedah,Rural,37243.41,211663.51,1129.2,10,0,1329.54,High,58.34,35.95,9,2,Yes,0,0,Steel Frame,8,Bank Loan,505,37.77
CUST100713,29,Female,Married,Pahang,Rural,35279.6,100000,601.37,10,5,2764.07,Low,22.1,54.01,26,4,Yes,1,13899.53,Reinforced Concrete,10,Bank Loan,664,36.19
CUST100714,70,Male,Single,Sabah,Rural,32004.03,100000,815.76,10,1,3450.65,Moderate,40.6,5.73,1,3,Yes,0,4577.82,Timber Structure,1,Financing Scheme,609,25.71
CUST100715,47,Male,Single,Perak,Urban,64944.38,137107.09,972.27,10,2,6683.05,High,32.93,35.95,41,1,Yes,0,16563.5,Brick Wall,10,Mortgage,533,63.75
CUST100716,22,Male,Single,Sabah,Suburban,29665.93,100000,873.14,5,4,1954.73,Moderate,10.7,38.86,16,3,No,1,9931.84,Brick Wall,5,Online Payment,677,25.75
CUST100717,25,Female,Married,Selangor,Urban,36317.17,352537.3,2076.96,15,5,141.44,Moderate,23.1,33.55,43,2,No,1,619.07,,10,Mortgage,631,64.77
CUST100718,49,Male,Married,Kuala Lumpur,Urban,77259.27,275097.2,2689.74,15,4,1631.48,Moderate,30.69,17.58,18,4,Yes,1,5661.68,Lightweight Concrete,5,Mortgage,678,27.97
CUST100719,57,Female,Single,Sabah,Suburban,43533.02,102653.07,859.67,15,1,1424.75,Moderate,5.06,79.1,39,3,No,1,1649.1,Lightweight Concrete,5,Mortgage,570,34.76
CUST100720,58,Male,Single,Sarawak,Urban,47774.52,220302.41,1147.98,10,0,118.57,Moderate,40.48,69.71,31,5,Yes,0,0,Reinforced Concrete,1,Online Payment,694,79.48
CUST100721,39,Male,Married,Perak,Rural,27787.56,105252.44,531.54,5,4,731.44,Moderate,44.56,60.55,46,,Yes,1,3999.4,Brick Wall,5,Cash,531,26.15
CUST100722,28,Male,Married,Kuala Lumpur,Suburban,30782.95,131401.71,1239.9,10,4,1062.66,High,7.18,59.97,1,3,No,1,3784.01,Steel Frame,1,Cash,576,
CUST100723,68,Female,Widowed,Pahang,Urban,31665.07,113952.94,851.84,5,5,351.03,Moderate,39.68,28.19,46,3,Yes,1,1935.38,Lightweight Concrete,5,Bank Loan,628,46.93
CUST100724,65,Female,Married,Kedah,Suburban,39954.61,182164.43,1269.95,10,2,17.6,Low,32.13,70.19,1,2,No,1,40.87,Reinforced Concrete,10,Online Payment,807,31.74
CUST100725,21,Female,Married,Sarawak,Suburban,41458.75,,1888.68,5,5,2829.21,High,26.17,14.72,46,1,Yes,1,18705.64,Reinforced Concrete,5,Mortgage,721,39.41
CUST100726,42,Male,Married,Kuala Lumpur,Urban,38910.13,178632.9,1158.73,10,2,3816.15,Low,52.73,18.99,24,4,Yes,1,9079.06,Timber Structure,5,Cash,747,18.44
CUST100727,72,Female,Divorced,Kuala Lumpur,Urban,54408.85,299147.76,979.21,5,0,520.4,Moderate,11.57,26.92,14,5,Yes,0,0,Reinforced Concrete,4,Mortgage,778,51.13
CUST100728,37,Female,Married,Johor,Urban,23174.59,430713.6,1961.35,5,4,7.62,Moderate,29.32,26.39,23,1,No,1,37.02,Steel Frame,1,Cash,850,23.93
CUST100729,27,Male,Married,Selangor,Urban,73540.52,121423.17,784.83,20,3,4413.4,Moderate,9.46,21.74,48,2,No,0,12702.09,Brick Wall,10,Online Payment,654,25.43
CUST100730,45,Female,Single,Kedah,Suburban,20000,174988.3,375.41,20,1,287.65,Moderate,35.88,29.63,8,2,Yes,0,400.57,Reinforced Concrete,3,Cash,778,25.85
CUST100731,65,Female,Single,Pahang,Rural,31024.71,172586.34,949.02,10,5,1032.45,High,9.05,47.03,2,1,Yes,1,4605.74,Steel Frame,10,Mortgage,741,26.84
CUST100732,24,Female,Married,Penang,Suburban,22408.92,167608.49,1348.65,5,4,911.31,Low,15.32,21.53,5,2,Yes,1,2400.9,Steel Frame,5,Mortgage,740,31.39
CUST100733,56,Female,Married,Sabah,Urban,46211.95,302289.85,1001.75,20,1,358.88,Moderate,11.67,47.54,38,2,Yes,0,419.25,Lightweight Concrete,3,Cash,810,36.02
CUST100734,26,Male,Married,Perak,Suburban,37777.36,439792.37,1106.73,20,5,1826.64,Low,31.28,31.05,33,4,Yes,1,7662.33,Timber Structure,10,Bank Loan,612,25.19
CUST100735,51,Male,Single,Selangor,Rural,24911.16,189373.2,1645.32,15,4,5015.34,Moderate,48.77,11.18,4,,Yes,1,23365.93,,5,Financing Scheme,605,36.64
CUST100736,39,Female,Married,Johor,Urban,57003.75,173776.75,1205.7,10,2,1441.96,Low,23.68,74.33,39,2,No,1,1905.4,Timber Structure,10,Online Payment,679,28.87
CUST100737,64,Male,Married,Johor,Suburban,28817.52,286488.15,977.68,5,0,7217.36,High,5.09,13.97,8,3,No,0,0,Lightweight Concrete,5,Cash,634,25.44
CUST100738,74,Female,Single,Kuala Lumpur,Suburban,59534.04,312433.26,2640.2,5,3,423.35,High,37.19,33.29,29,,Yes,0,1570.85,Timber Structure,5,Online Payment,679,20.81
CUST100739,59,Female,Married,Negeri Sembilan,Rural,24075.93,100000,726.5,15,5,3774.37,Moderate,44.61,45.69,29,2,Yes,1,21713.67,Reinforced Concrete,5,Online Payment,791,36.54
CUST100740,47,Female,Married,Sabah,Suburban,20000,146279.1,683.56,15,2,593.87,Moderate,26.2,54.22,37,5,Yes,0,1323.33,Lightweight Concrete,5,Financing Scheme,607,32.15
CUST100741,30,Female,Divorced,Selangor,Urban,30341.66,187057.72,937.08,10,0,576.81,Moderate,12.31,22.8,38,2,Yes,0,0,Steel Frame,1,,623,20.48
CUST100742,46,Male,Married,Kuala Lumpur,Rural,29172.9,,631.54,10,2,250.43,Moderate,7.62,34.06,30,1,No,0,358.42,Brick Wall,10,Cash,666,53.61
CUST100743,39,Male,Married,Selangor,Urban,87382.41,206828.06,1795.69,10,5,3984.81,Low,49.87,9.99,47,,No,1,13182.77,Steel Frame,3,Mortgage,629,23.46
CUST100744,59,Male,Married,Sarawak,Urban,43580.76,155968.91,947.05,15,1,2582.4,Moderate,22.62,38.31,12,1,No,0,3127.28,Steel Frame,8,Online Payment,478,15.16
CUST100745,23,Male,Divorced,Kedah,Rural,45247.92,100000,645.62,15,4,836.06,Low,5.3,44.34,40,5,Yes,1,3916,Reinforced Concrete,5,Online Payment,598,40.13
CUST100746,65,Male,Married,Perak,Urban,76430.4,234982.1,2130.8,10,2,859.77,Low,16.53,54.17,8,,Yes,1,2222.04,Steel Frame,10,Cash,712,35.5
CUST100747,33,Male,Married,Sabah,Rural,20000,260627.16,554.26,5,5,3726.01,High,36.87,17.44,48,5,Yes,1,20868.04,Steel Frame,5,Financing Scheme,779,28.1
CUST100748,70,Female,Married,Johor,Urban,38366.61,127833.71,324.11,10,0,5250.59,Moderate,24.05,21.81,47,4,No,0,0,Steel Frame,5,Mortgage,546,78.53
CUST100749,48,Female,Single,Negeri Sembilan,Rural,22634.76,100000,329.26,15,4,1844.75,High,15.82,50.35,19,5,Yes,1,9743.52,Brick Wall,15,Online Payment,546,53.46
CUST100750,40,Male,Married,Pahang,Rural,20000,115073.54,257.8,15,5,1044.58,Moderate,28.45,24.48,3,4,No,1,5710.24,Brick Wall,1,Mortgage,653,10.25
CUST100751,48,Male,Divorced,Penang,Urban,20000,192527.39,1398.76,5,1,109.22,Moderate,9.3,25,40,3,Yes,0,69.64,Brick Wall,5,Cash,463,55.17
CUST100752,28,Female,Married,Kedah,Suburban,25974.21,263051.7,1860.05,5,1,270.64,Low,11.38,52.95,23,,Yes,1,356.86,Steel Frame,3,Online Payment,610,50.51
CUST100753,61,Male,Married,Sabah,Rural,20000,100000,368.64,15,3,305.81,Low,17.52,42.25,16,5,No,1,1191.37,Brick Wall,10,Bank Loan,494,16.7
CUST100754,59,Male,Single,Sarawak,Suburban,25748.16,111933.69,357.66,10,4,648.15,High,10.65,51.65,46,3,Yes,1,3127.26,Steel Frame,10,Cash,773,
CUST100755,21,Male,Married,Sabah,Rural,56459.07,100000,316.55,10,1,594.2,Moderate,9.98,69.44,28,1,Yes,0,797.68,Lightweight Concrete,9,Online Payment,581,49.62
CUST100756,23,Female,Single,Pahang,Rural,20000,226571.73,2180.96,10,2,1565.63,Moderate,21.02,69.5,26,2,Yes,0,2877.62,Brick Wall,3,Online Payment,799,41.36
CUST100757,33,Male,Single,Perak,Urban,39642.15,184475.57,1392.43,15,1,5768.38,Moderate,82.06,34.39,12,3,Yes,1,7357.2,Steel Frame,3,Cash,750,29.85
CUST100758,48,Female,Married,Perak,Rural,,100000,668.34,15,1,3956.1,Low,55.02,33.17,44,4,No,1,5327.58,Timber Structure,3,Online Payment,592,28.73
CUST100759,69,Male,Single,Selangor,Urban,53556.66,117634.37,538.75,10,1,1423.29,Moderate,57.05,17.53,24,5,No,0,1754.57,Lightweight Concrete,10,Online Payment,554,
CUST100760,45,Male,Married,Kuala Lumpur,Urban,53851.32,123159.34,672.99,10,3,34.9,Low,32.64,24.44,49,1,No,1,124.07,Timber Structure,1,Financing Scheme,633,21.02
CUST100761,53,Male,Married,Perak,Rural,23138.12,140148.59,380.54,5,5,141.7,Moderate,27.8,48.1,14,5,Yes,1,627.05,Timber Structure,5,Mortgage,641,14.13
CUST100762,58,Male,Widowed,Negeri Sembilan,Rural,24537.87,100000,998.52,15,0,3937.24,Moderate,42.95,43.94,18,2,No,0,0,Lightweight Concrete,5,Mortgage,681,16.81
CUST100763,73,Female,Married,Penang,Urban,27112.69,205730.9,1654.22,15,5,667.12,High,38.67,4.02,44,1,No,1,4398.73,Timber Structure,15,Mortgage,580,44.92
CUST100764,26,Female,Single,Sarawak,Suburban,38262.14,406814.23,2836.16,10,1,765.72,High,24.32,28.74,40,5,Yes,0,569.5,Brick Wall,5,Financing Scheme,717,28.5
CUST100765,64,Female,Single,Pahang,Suburban,20000,123111.49,825.11,5,0,301.13,Low,43.1,66.86,23,5,No,1,0,Timber Structure,5,Online Payment,674,38.41
CUST100766,65,Female,Married,Johor,Urban,64650.54,120764.7,728.76,5,4,504.92,Moderate,41.85,54.35,15,5,Yes,1,2246.67,Timber Structure,5,Online Payment,619,37.2
CUST100767,52,Female,Married,Perak,Suburban,20000,177307.91,719.77,10,0,567.88,Moderate,39.66,37.8,3,4,No,0,0,Lightweight Concrete,10,Mortgage,586,39.71
CUST100768,65,Female,Married,Johor,Urban,64404.27,105812.68,403.27,5,4,1062.37,Low,25.45,39.95,40,2,Yes,1,5030.64,Reinforced Concrete,5,Financing Scheme,633,25.51
CUST100769,67,Female,Married,Perak,Rural,,269228.93,1722.06,15,3,1951.79,Moderate,22.41,51.47,10,1,No,0,8185.75,,10,Mortgage,576,41.18
CUST100770,41,Male,Single,Negeri Sembilan,Rural,20000,229839.13,588.76,15,4,871.3,Low,47.1,35.31,32,2,Yes,1,2695.74,Timber Structure,3,Financing Scheme,655,21.42
CUST100771,36,Male,Married,Johor,Urban,54200.55,179914.27,467.02,10,4,1195.18,Low,48.04,45.15,9,2,Yes,1,4091.49,Timber Structure,5,Cash,658,25.21
CUST100772,74,Male,Married,Kuala Lumpur,Urban,71704.56,145484.62,943.69,15,2,401.54,High,7.09,42.83,9,3,No,0,865.01,Brick Wall,5,Online Payment,674,25.23
CUST100773,41,Female,Single,Sarawak,Rural,20000,100000,935.85,10,3,116.08,Moderate,62.94,37.13,45,2,Yes,1,394.15,Lightweight Concrete,10,Mortgage,809,22.13
CUST100774,31,Male,Single,Penang,Suburban,51983.22,151619.33,1412.21,20,1,856.16,Low,29.16,33.28,46,3,No,1,1194.02,Timber Structure,1,Bank Loan,638,32.92
CUST100775,57,Male,Single,Negeri Sembilan,Rural,20000,138013.75,287.98,5,3,129.06,Moderate,17.47,27.34,22,5,No,0,385.86,Brick Wall,3,Bank Loan,740,22.11
CUST100776,56,Female,Single,Kuala Lumpur,Urban,26058.41,383190.83,1095.6,5,2,712.55,Moderate,52.21,65.76,2,5,Yes,0,1104.81,Reinforced Concrete,5,Online Payment,671,29.67
CUST100777,55,Female,Married,Penang,Urban,74708.26,116315.92,775.2,10,4,3635.37,Moderate,6.16,49.23,45,1,No,1,18996.63,Timber Structure,10,Financing Scheme,629,36.06
CUST100778,39,Female,Single,Kuala Lumpur,Urban,42689.71,,3319.39,10,5,914.35,High,35.44,45.8,33,2,Yes,1,5339.94,Lightweight Concrete,1,Online Payment,639,46.15
CUST100779,40,Male,Single,Kuala Lumpur,Urban,20422,310306.27,2989.98,5,3,429.51,Moderate,4.61,20.62,32,3,Yes,0,1412.11,,5,Mortgage,645,37.59
CUST100780,38,Female,Single,Kuala Lumpur,Urban,34471.03,176765.18,1570.5,10,2,4646.95,Moderate,11.19,59.38,11,3,Yes,0,12006.66,Timber Structure,10,Online Payment,675,52.47
CUST100781,67,Male,Widowed,Selangor,Urban,31158.24,132338.23,982.07,10,5,2039.69,Moderate,16.94,36.6,26,5,Yes,1,6742.01,Reinforced Concrete,2,Bank Loan,564,31.87
CUST100782,61,Male,Divorced,Penang,Urban,38757.48,206992.52,746.04,15,1,8888.11,High,49.8,54.34,30,4,No,0,8566.7,Steel Frame,5,Cash,518,14.15
CUST100783,69,Male,Single,Kuala Lumpur,Urban,39955.69,134145.19,346.22,10,4,714.07,Low,30.34,53.6,16,3,Yes,1,3745.51,Brick Wall,5,Online Payment,709,15.24
CUST100784,34,Male,Married,Kedah,Rural,23616.33,,452.4,10,3,447.21,Moderate,28.11,35.11,17,4,Yes,0,893.86,Steel Frame,5,,731,18.65
CUST100785,35,Male,Single,Kedah,Suburban,25342.45,100000,689.66,20,3,707.47,Moderate,17.55,31.29,25,1,No,0,2246.88,Brick Wall,10,Cash,717,53.66
CUST100786,51,Female,Married,Perak,Rural,50221.61,149818.25,343.01,15,5,3347.87,High,31.91,39.49,24,5,Yes,1,14204.1,Lightweight Concrete,4,Bank Loan,664,21.57
CUST100787,21,Male,Single,Sarawak,Suburban,31651.56,140692.41,1113.43,10,4,328.64,Moderate,25.33,30.42,10,4,No,1,1383.99,Steel Frame,5,Cash,719,33.6
CUST100788,73,Female,Married,Johor,Urban,51313.76,147562.8,1136.2,10,3,551.71,High,41.38,81.22,5,2,No,1,1120.17,Lightweight Concrete,10,Cash,714,28.14
CUST100789,74,Male,Married,Perak,Suburban,55213.36,139138.31,366.89,10,4,2418.86,Moderate,56.54,55.77,29,3,Yes,1,9994.33,Brick Wall,1,Financing Scheme,721,71.79
CUST100790,74,Male,Divorced,Selangor,Urban,39633.04,,3617.92,5,2,2678.82,Low,42.91,40.74,39,5,Yes,1,5408.49,Timber Structure,1,Online Payment,,12.2
CUST100791,23,Male,Single,Kedah,Urban,20000,100000,617.54,5,4,6380.64,Low,34.8,61.19,44,5,No,1,16635.31,Reinforced Concrete,3,Bank Loan,551,32.2
CUST100792,36,Male,Married,Penang,Urban,71890.44,,1467.83,10,1,7839.27,Moderate,15.52,55.74,48,2,No,0,6170.94,Timber Structure,1,Online Payment,615,28.87
CUST100793,43,Female,Married,Sarawak,Rural,23162.81,100000,921.29,15,4,2178.5,Moderate,10.5,53.34,16,3,No,1,6164.03,Timber Structure,5,Cash,648,31.45
CUST100794,31,Male,Single,Sarawak,Suburban,27839.3,143678.14,513.83,10,5,901.33,Low,17.61,27.8,22,5,No,1,4417.75,Timber Structure,10,Online Payment,628,20.9
CUST100795,32,Male,Married,Johor,Urban,31406.29,,699.63,5,3,1206.66,High,30.66,18.98,41,3,Yes,0,2993.04,Timber Structure,5,Bank Loan,481,26.66
CUST100796,30,Male,Single,Penang,Rural,23729.99,100000,307.7,5,5,1157.02,High,8.75,28.25,48,2,Yes,1,5869.48,Lightweight Concrete,5,Bank Loan,,74.83
CUST100797,52,Male,Single,Pahang,Suburban,38273.8,100000,819.98,15,4,980.01,High,24.21,48.31,44,3,Yes,1,4119.73,Brick Wall,3,Mortgage,625,32.64
CUST100798,36,Female,Single,Johor,Urban,65046.46,442944.19,2672.28,10,4,825.72,High,27.1,65.55,37,3,Yes,1,2001.78,Lightweight Concrete,7,Mortgage,666,43.92
CUST100799,28,Male,Married,Sarawak,Suburban,37205.67,165711.5,1562.74,15,4,367.61,Moderate,12.37,13.27,9,5,No,1,1905.45,,3,Online Payment,762,54
CUST100800,58,Female,Married,Selangor,Suburban,60708.35,228043.74,835.94,10,1,911.91,Moderate,61.94,13.2,34,,Yes,1,654.67,Timber Structure,3,,439,37.19
CUST100801,32,Female,Divorced,Negeri Sembilan,Suburban,42222.26,127176.77,954.71,20,5,6962.41,High,26.78,17.96,1,5,Yes,1,44342.47,Reinforced Concrete,9,Bank Loan,604,19.86
CUST100802,44,Female,Single,Negeri Sembilan,Suburban,34676.75,142746.67,1415.18,10,1,4276.79,Moderate,8.68,68.56,18,2,No,0,4426.56,Lightweight Concrete,10,Online Payment,615,32.67
CUST100803,48,Female,Widowed,Kedah,Suburban,24162.93,118152.75,865.24,10,3,1921.15,Moderate,11.03,43.11,19,2,No,0,4512.24,Reinforced Concrete,5,Mortgage,620,34.58
CUST100804,73,Female,Single,Sarawak,Urban,50086.27,211814.1,540.17,20,5,428.38,Moderate,23.61,63.27,17,1,Yes,1,2622.6,Reinforced Concrete,10,Bank Loan,634,20.18
CUST100805,28,Female,Married,Selangor,Urban,39902.33,239636.07,1607.33,20,3,4218.4,High,7.21,38.02,39,2,No,0,14127.97,Steel Frame,5,Bank Loan,780,38.62
CUST100806,48,Female,Married,Johor,Suburban,44395.44,100000,343.87,15,4,747.54,Moderate,38.44,9.88,21,1,Yes,1,3357.1,Reinforced Concrete,3,Online Payment,711,64.49
CUST100807,56,Male,Single,Selangor,Urban,32877.98,258676.75,580.48,20,0,1578.06,Moderate,15.19,38.7,16,2,No,0,0,,9,Bank Loan,736,55.53
CUST100808,46,Male,Divorced,Sabah,Urban,21594.02,,467.97,10,5,4856.18,Moderate,37.62,66.41,34,5,Yes,1,22391.34,Brick Wall,3,Bank Loan,654,29.84
CUST100809,28,Male,Married,Johor,Urban,,240205.76,991.77,10,2,815,Low,75.61,14.88,47,3,Yes,1,1677.01,Brick Wall,1,Cash,524,16.77
CUST100810,70,Female,Married,Kuala Lumpur,Urban,32879.08,112622.16,935.91,10,4,4891.59,High,11.49,55.92,20,4,Yes,1,17533.85,Brick Wall,3,Online Payment,463,63.65
CUST100811,48,Female,Married,Johor,Suburban,53821.85,167532.64,835.89,10,2,536.09,High,37.33,48.13,38,2,No,0,955.28,Brick Wall,10,Online Payment,512,31.95
CUST100812,48,Male,Married,Kedah,Suburban,20000,100000,786.37,10,1,5281.8,Moderate,35.14,65.09,3,3,No,0,6735.11,Timber Structure,10,Mortgage,682,22.57
CUST100813,57,Female,Married,Negeri Sembilan,Suburban,34176.47,,312.43,10,3,888.41,Moderate,10.35,20.07,10,1,No,0,3652.9,Timber Structure,1,Cash,653,51.29
CUST100814,61,Male,Married,Johor,Urban,44328.83,260787.41,552.48,15,0,938.73,Low,27.32,34.67,32,5,Yes,1,0,Steel Frame,3,,631,28.42
CUST100815,56,Male,Single,Kuala Lumpur,Urban,20900,483054.99,1079.39,10,3,1610.43,Low,51.05,46.42,44,,No,1,6240.45,Lightweight Concrete,5,Mortgage,617,28.66
CUST100816,47,Female,Married,Sabah,Urban,23822.74,100000,375.49,10,1,852.44,Low,12.97,57.66,9,4,Yes,1,1056.74,Lightweight Concrete,1,Financing Scheme,831,27.13
CUST100817,74,Male,Divorced,Selangor,Suburban,47670.52,333983.94,1667.22,5,4,1195.61,Moderate,13.89,35.7,14,5,No,1,4735.79,Brick Wall,5,Mortgage,576,27.83
CUST100818,37,Male,Single,Penang,Urban,50649.75,208542.45,1431.18,20,1,1391.6,Low,3.74,50.94,35,4,Yes,1,1572.04,Timber Structure,5,Online Payment,734,26.08
CUST100819,29,Female,Single,Negeri Sembilan,Rural,24844.2,100000,988.73,15,0,1350.69,Low,17.23,11.46,26,2,Yes,1,0,Lightweight Concrete,5,Online Payment,650,27.73
CUST100820,53,Female,Married,Selangor,Suburban,57618.76,299850.7,1449.86,10,4,6494.01,Low,30.4,35.29,4,1,No,1,28944.77,,5,Cash,645,29.97
CUST100821,73,Male,Married,Sabah,Rural,20743.37,101251.48,247.59,15,5,661.98,Moderate,22.78,20.67,2,5,Yes,1,2631.52,Timber Structure,10,Bank Loan,756,26.73
CUST100822,40,Female,Married,Penang,Urban,42020.2,279592.04,995.12,15,4,669.77,Moderate,14.46,39.55,1,5,No,1,3617.09,Timber Structure,3,Online Payment,782,19.18
CUST100823,33,Male,Single,Sarawak,Urban,32535.94,100000,918.28,20,0,3639.35,High,24.46,27.76,2,3,Yes,0,0,Timber Structure,5,Online Payment,628,25.48
CUST100824,48,Male,Married,Perak,Rural,41335.12,100000,759.5,10,3,995.19,Low,53.63,51.29,4,3,No,1,3273.47,Reinforced Concrete,10,Bank Loan,722,
CUST100825,68,Male,Single,Kedah,Rural,20000,182613.12,1519.63,10,4,152.03,Moderate,21.13,40.81,30,4,Yes,1,805.35,Reinforced Concrete,10,Financing Scheme,683,74.74
CUST100826,49,Female,Married,Selangor,Suburban,34130.06,430977.85,1290.07,5,3,1312.68,High,31.48,10.35,4,5,No,0,4716.13,Brick Wall,3,Mortgage,651,29.89
CUST100827,33,Male,Married,Pahang,Urban,21500.96,159928.81,492.56,20,2,1598.03,High,26.69,18.78,20,1,No,0,2987.91,Steel Frame,3,Mortgage,668,13.36
CUST100828,66,Female,Single,Penang,Urban,35963.97,100000,289.8,20,0,1923.06,Low,50.57,75.91,37,2,No,1,0,Brick Wall,5,Bank Loan,588,33.6
CUST100829,55,Female,Married,Sarawak,Rural,41397.67,103135.65,913.51,15,2,536,Low,47.33,40.3,9,3,Yes,1,1441.52,Timber Structure,3,Cash,622,30.07
CUST100830,26,Female,Widowed,Pahang,Urban,37593.36,165415.05,608.68,10,4,7243.15,Low,4.61,30.34,23,4,No,1,39254.24,Lightweight Concrete,10,Cash,598,22.77
CUST100831,38,Male,Married,Perak,Suburban,20000,130385.77,931.63,10,0,2671.34,Moderate,5.66,15.65,28,4,No,0,0,Brick Wall,5,Financing Scheme,,23.42
CUST100832,71,Female,Married,Perak,Suburban,24945.24,173305.08,1062.24,10,4,2546.94,Moderate,20.09,29.65,32,2,No,1,10584.83,Timber Structure,10,Financing Scheme,641,27.21
CUST100833,25,Male,Married,Negeri Sembilan,Urban,42948,128225.41,814.89,10,0,4125.13,Moderate,19.82,20.84,21,5,Yes,0,0,Reinforced Concrete,3,Financing Scheme,533,20.64
CUST100834,67,Male,Married,Pahang,Suburban,20000,222810.05,793.98,10,3,52.95,Moderate,23.23,14.18,33,5,No,0,219.83,Reinforced Concrete,1,Financing Scheme,585,28.22
CUST100835,45,Male,Single,Negeri Sembilan,Suburban,23581.94,100000,708.2,5,1,1899.4,Moderate,23.75,21.01,39,5,No,0,1274.77,Lightweight Concrete,5,Online Payment,362,32.04
CUST100836,22,Male,Single,Negeri Sembilan,Urban,66518.26,302073.11,708.3,20,5,3405.71,Moderate,42.78,27.7,46,4,Yes,1,20723.84,Steel Frame,15,Bank Loan,605,69.05
CUST100837,30,Female,Single,Negeri Sembilan,Rural,20667.11,247301.73,2460.1,10,1,69.96,Moderate,43.85,58.66,27,1,Yes,0,67.24,Reinforced Concrete,10,Mortgage,653,
CUST100838,50,Male,Married,Negeri Sembilan,Suburban,50223.56,100000,221.41,20,0,2822.37,Low,38.56,39.55,7,3,No,1,0,Timber Structure,10,Financing Scheme,638,40
CUST100839,70,Male,Married,Sarawak,Suburban,,100000,240.13,15,2,9150.69,Moderate,3.95,23.28,44,5,Yes,0,21976.44,Lightweight Concrete,10,Financing Scheme,828,39.1
CUST100840,65,Female,Married,Kedah,Rural,20000,139898.54,643.14,10,0,1799.9,Moderate,15.01,27.3,19,1,Yes,0,0,Timber Structure,10,Bank Loan,702,11.23
CUST100841,25,Male,Married,Johor,Urban,27980.94,107873.16,933.43,5,3,1105.7,Low,24.12,48.01,5,2,No,1,4448.84,Reinforced Concrete,5,Online Payment,698,51.31
CUST100842,53,Female,Married,Sarawak,Suburban,23091.88,114500.91,464.59,20,5,1208.84,Moderate,22.46,31.3,8,2,Yes,1,5403.25,Timber Structure,5,Bank Loan,502,29.86
CUST100843,74,Male,Married,Sabah,Rural,20000,197716.32,1141.91,15,2,2275.63,High,18,46.06,32,2,Yes,0,4168.47,Timber Structure,11,Financing Scheme,617,74.49
CUST100844,21,Female,Married,Negeri Sembilan,Rural,28761.22,164740.77,353.17,5,0,1687.73,High,3.98,29.39,45,,Yes,0,0,Timber Structure,5,Cash,606,27.04
CUST100845,38,Female,Married,Penang,Urban,38071.4,525665.17,1383.04,5,5,3098.29,High,61.36,38.87,37,5,Yes,1,12573.24,Timber Structure,5,Financing Scheme,579,32.52
CUST100846,52,Male,Married,Penang,Urban,49120.07,212716.09,1460.03,15,5,1095.11,High,8.62,24.21,47,2,Yes,1,6677.16,Brick Wall,3,Financing Scheme,578,28.45
CUST100847,67,Male,Single,Pahang,Rural,40855.59,100000,355.49,10,0,1080.25,High,4.63,14.77,30,4,No,0,0,Reinforced Concrete,10,Financing Scheme,487,51.07
CUST100848,69,Male,Widowed,Pahang,Suburban,,150280.86,1135.23,5,4,2740.57,Moderate,13.21,25.36,41,3,Yes,1,12924.6,Brick Wall,5,Cash,535,35.33
CUST100849,31,Female,Single,Sabah,Rural,27155.43,105665.2,875.24,15,3,2074.2,Moderate,33.61,26.73,42,1,Yes,0,5602.89,Lightweight Concrete,6,Online Payment,729,33.41
CUST100850,41,Male,Single,Sarawak,Rural,20000,,936.68,15,3,3011.04,Moderate,41.17,13.11,32,1,No,0,8815.12,Reinforced Concrete,1,Cash,637,10.99
CUST100851,46,Male,Divorced,Penang,Rural,,135096.52,414.8,10,1,4363.63,High,32.87,35.69,46,3,Yes,0,4554.44,Lightweight Concrete,10,Bank Loan,604,43.6
CUST100852,45,Male,Married,Kuala Lumpur,Urban,102492.69,142998.42,807.09,20,4,611.44,Moderate,29.83,45.88,4,2,Yes,1,1718.25,Steel Frame,10,Financing Scheme,650,20.3
CUST100853,42,Male,Married,Kuala Lumpur,Urban,20000,262388.4,2512.8,15,2,756.78,Low,33.18,43.04,39,4,Yes,1,1356.28,Timber Structure,10,Cash,,38.83
CUST100854,47,Male,Married,Johor,Rural,42714.85,100000,817.67,15,5,1497.11,High,27.46,9.57,6,1,No,1,5469.66,Timber Structure,3,Online Payment,650,11.55
CUST100855,69,Female,Married,Kuala Lumpur,Urban,43943.19,159222.67,467.43,5,1,5331.5,Low,59.26,47.99,3,4,Yes,1,4378.29,Steel Frame,1,Online Payment,699,26.11
